site;DO;temp;datetime
Toranche aval; 4,06;15,32;2019/07/16 10:00:00
Toranche aval; 4,06;15,20;2019/07/16 10:15:00
Toranche aval; 3,80;15,18;2019/07/16 10:30:00
Toranche aval; 3,82;15,20;2019/07/16 10:45:00
Toranche aval; 3,74;15,22;2019/07/16 11:00:00
Toranche aval; 3,71;15,28;2019/07/16 11:15:00
Toranche aval; 3,68;15,32;2019/07/16 11:30:00
Toranche aval; 3,67;15,40;2019/07/16 11:45:00
Toranche aval; 3,62;15,46;2019/07/16 12:00:00
Toranche aval; 3,54;15,56;2019/07/16 12:15:00
Toranche aval; 3,57;15,66;2019/07/16 12:30:00
Toranche aval; 3,69;15,82;2019/07/16 12:45:00
Toranche aval; 3,71;15,98;2019/07/16 13:00:00
Toranche aval; 3,92;16,20;2019/07/16 13:15:00
Toranche aval; 3,64;16,46;2019/07/16 13:30:00
Toranche aval; 3,57;16,50;2019/07/16 13:45:00
Toranche aval; 3,55;16,68;2019/07/16 14:00:00
Toranche aval; 3,52;16,80;2019/07/16 14:15:00
Toranche aval; 3,48;16,90;2019/07/16 14:30:00
Toranche aval; 3,51;17,08;2019/07/16 14:45:00
Toranche aval; 3,52;17,24;2019/07/16 15:00:00
Toranche aval; 3,49;17,38;2019/07/16 15:15:00
Toranche aval; 3,49;17,50;2019/07/16 15:30:00
Toranche aval; 3,42;17,62;2019/07/16 15:45:00
Toranche aval; 3,44;17,70;2019/07/16 16:00:00
Toranche aval; 3,37;17,82;2019/07/16 16:15:00
Toranche aval; 3,30;17,80;2019/07/16 16:30:00
Toranche aval; 3,28;18,04;2019/07/16 16:45:00
Toranche aval; 3,13;17,92;2019/07/16 17:00:00
Toranche aval; 3,06;17,92;2019/07/16 17:15:00
Toranche aval; 3,13;18,10;2019/07/16 17:30:00
Toranche aval; 3,02;18,10;2019/07/16 17:45:00
Toranche aval; 2,82;18,08;2019/07/16 18:00:00
Toranche aval; 2,81;18,22;2019/07/16 18:15:00
Toranche aval; 2,47;18,18;2019/07/16 18:30:00
Toranche aval; 2,42;18,24;2019/07/16 18:45:00
Toranche aval; 2,39;18,22;2019/07/16 19:00:00
Toranche aval; 2,40;18,30;2019/07/16 19:15:00
Toranche aval; 2,53;18,34;2019/07/16 19:30:00
Toranche aval; 2,40;18,36;2019/07/16 19:45:00
Toranche aval; 1,99;18,32;2019/07/16 20:00:00
Toranche aval; 2,00;18,42;2019/07/16 20:15:00
Toranche aval; 2,05;18,48;2019/07/16 20:30:00
Toranche aval; 2,02;18,46;2019/07/16 20:45:00
Toranche aval; 1,86;18,42;2019/07/16 21:00:00
Toranche aval; 2,12;18,52;2019/07/16 21:15:00
Toranche aval; 1,77;18,52;2019/07/16 21:30:00
Toranche aval; 1,51;18,44;2019/07/16 21:45:00
Toranche aval; 1,66;18,44;2019/07/16 22:00:00
Toranche aval; 1,96;18,48;2019/07/16 22:15:00
Toranche aval; 1,83;18,46;2019/07/16 22:30:00
Toranche aval; 1,79;18,42;2019/07/16 22:45:00
Toranche aval; 1,80;18,38;2019/07/16 23:00:00
Toranche aval; 1,81;18,32;2019/07/16 23:15:00
Toranche aval; 1,79;18,24;2019/07/16 23:30:00
Toranche aval; 1,80;18,18;2019/07/16 23:45:00
Toranche aval; 1,91;18,12;2019/07/17 00:00:00
Toranche aval; 2,63;18,04;2019/07/17 00:15:00
Toranche aval; 2,75;17,94;2019/07/17 00:30:00
Toranche aval; 3,04;17,88;2019/07/17 00:45:00
Toranche aval; 3,15;17,80;2019/07/17 01:00:00
Toranche aval; 3,08;17,74;2019/07/17 01:15:00
Toranche aval; 3,00;17,66;2019/07/17 01:30:00
Toranche aval; 2,99;17,60;2019/07/17 01:45:00
Toranche aval; 2,97;17,52;2019/07/17 02:00:00
Toranche aval; 2,97;17,44;2019/07/17 02:15:00
Toranche aval; 2,98;17,36;2019/07/17 02:30:00
Toranche aval; 3,11;17,30;2019/07/17 02:45:00
Toranche aval; 3,14;17,20;2019/07/17 03:00:00
Toranche aval; 3,39;17,10;2019/07/17 03:15:00
Toranche aval; 3,22;16,98;2019/07/17 03:30:00
Toranche aval; 3,14;16,92;2019/07/17 03:45:00
Toranche aval; 3,09;16,84;2019/07/17 04:00:00
Toranche aval; 3,07;16,78;2019/07/17 04:15:00
Toranche aval; 3,04;16,72;2019/07/17 04:30:00
Toranche aval; 3,07;16,64;2019/07/17 04:45:00
Toranche aval; 3,19;16,54;2019/07/17 05:00:00
Toranche aval; 3,28;16,44;2019/07/17 05:15:00
Toranche aval; 3,36;16,34;2019/07/17 05:30:00
Toranche aval; 3,39;16,24;2019/07/17 05:45:00
Toranche aval; 3,39;16,14;2019/07/17 06:00:00
Toranche aval; 3,36;16,04;2019/07/17 06:15:00
Toranche aval; 3,34;15,94;2019/07/17 06:30:00
Toranche aval; 3,32;15,86;2019/07/17 06:45:00
Toranche aval; 3,37;15,76;2019/07/17 07:00:00
Toranche aval; 3,37;15,68;2019/07/17 07:15:00
Toranche aval; 3,36;15,64;2019/07/17 07:30:00
Toranche aval; 3,35;15,60;2019/07/17 07:45:00
Toranche aval; 3,33;15,58;2019/07/17 08:00:00
Toranche aval; 3,30;15,58;2019/07/17 08:15:00
Toranche aval; 3,29;15,56;2019/07/17 08:30:00
Toranche aval; 3,27;15,56;2019/07/17 08:45:00
Toranche aval; 3,17;15,56;2019/07/17 09:00:00
Toranche aval; 3,14;15,60;2019/07/17 09:15:00
Toranche aval; 3,09;15,62;2019/07/17 09:30:00
Toranche aval; 3,04;15,66;2019/07/17 09:45:00
Toranche aval; 2,98;15,68;2019/07/17 10:00:00
Toranche aval; 2,96;15,70;2019/07/17 10:15:00
Toranche aval; 2,90;15,74;2019/07/17 10:30:00
Toranche aval; 2,84;15,76;2019/07/17 10:45:00
Toranche aval; 2,77;15,80;2019/07/17 11:00:00
Toranche aval; 2,70;15,82;2019/07/17 11:15:00
Toranche aval; 2,62;15,86;2019/07/17 11:30:00
Toranche aval; 2,57;15,92;2019/07/17 11:45:00
Toranche aval; 2,57;15,98;2019/07/17 12:00:00
Toranche aval; 2,53;16,04;2019/07/17 12:15:00
Toranche aval; 2,47;16,10;2019/07/17 12:30:00
Toranche aval; 2,46;16,24;2019/07/17 12:45:00
Toranche aval; 2,60;16,40;2019/07/17 13:00:00
Toranche aval; 3,09;16,62;2019/07/17 13:15:00
Toranche aval; 3,08;16,86;2019/07/17 13:30:00
Toranche aval; 2,87;16,90;2019/07/17 13:45:00
Toranche aval; 2,86;17,06;2019/07/17 14:00:00
Toranche aval; 2,81;17,16;2019/07/17 14:15:00
Toranche aval; 2,75;17,30;2019/07/17 14:30:00
Toranche aval; 2,90;17,50;2019/07/17 14:45:00
Toranche aval; 2,91;17,64;2019/07/17 15:00:00
Toranche aval; 2,95;17,80;2019/07/17 15:15:00
Toranche aval; 2,86;17,98;2019/07/17 15:30:00
Toranche aval; 2,75;18,10;2019/07/17 15:45:00
Toranche aval; 2,74;18,14;2019/07/17 16:00:00
Toranche aval; 2,84;18,22;2019/07/17 16:15:00
Toranche aval; 2,75;18,48;2019/07/17 16:30:00
Toranche aval; 2,82;18,34;2019/07/17 16:45:00
Toranche aval; 2,75;18,34;2019/07/17 17:00:00
Toranche aval; 2,77;18,42;2019/07/17 17:15:00
Toranche aval; 2,82;18,52;2019/07/17 17:30:00
Toranche aval; 2,73;18,50;2019/07/17 17:45:00
Toranche aval; 2,79;18,58;2019/07/17 18:00:00
Toranche aval; 2,52;18,52;2019/07/17 18:15:00
Toranche aval; 2,32;18,56;2019/07/17 18:30:00
Toranche aval; 2,22;18,60;2019/07/17 18:45:00
Toranche aval; 2,11;18,62;2019/07/17 19:00:00
Toranche aval; 2,08;18,70;2019/07/17 19:15:00
Toranche aval; 2,01;18,74;2019/07/17 19:30:00
Toranche aval; 2,02;18,72;2019/07/17 19:45:00
Toranche aval; 2,00;18,76;2019/07/17 20:00:00
Toranche aval; 1,97;18,80;2019/07/17 20:15:00
Toranche aval; 2,01;18,88;2019/07/17 20:30:00
Toranche aval; 1,67;18,82;2019/07/17 20:45:00
Toranche aval; 1,67;18,78;2019/07/17 21:00:00
Toranche aval; 1,55;18,78;2019/07/17 21:15:00
Toranche aval; 1,39;18,78;2019/07/17 21:30:00
Toranche aval; 1,34;18,74;2019/07/17 21:45:00
Toranche aval; 1,47;18,68;2019/07/17 22:00:00
Toranche aval; 1,39;18,64;2019/07/17 22:15:00
Toranche aval; 1,31;18,64;2019/07/17 22:30:00
Toranche aval; 1,39;18,62;2019/07/17 22:45:00
Toranche aval; 1,52;18,58;2019/07/17 23:00:00
Toranche aval; 1,63;18,56;2019/07/17 23:15:00
Toranche aval; 2,16;18,50;2019/07/17 23:30:00
Toranche aval; 2,84;18,46;2019/07/17 23:45:00
Toranche aval; 2,94;18,42;2019/07/18 00:00:00
Toranche aval; 3,08;18,36;2019/07/18 00:15:00
Toranche aval; 3,02;18,30;2019/07/18 00:30:00
Toranche aval; 3,16;18,24;2019/07/18 00:45:00
Toranche aval; 3,02;18,18;2019/07/18 01:00:00
Toranche aval; 2,92;18,14;2019/07/18 01:15:00
Toranche aval; 2,97;18,06;2019/07/18 01:30:00
Toranche aval; 2,98;18,00;2019/07/18 01:45:00
Toranche aval; 2,96;17,92;2019/07/18 02:00:00
Toranche aval; 3,00;17,82;2019/07/18 02:15:00
Toranche aval; 3,09;17,74;2019/07/18 02:30:00
Toranche aval; 3,12;17,66;2019/07/18 02:45:00
Toranche aval; 3,23;17,58;2019/07/18 03:00:00
Toranche aval; 3,03;17,50;2019/07/18 03:15:00
Toranche aval; 2,91;17,42;2019/07/18 03:30:00
Toranche aval; 2,87;17,34;2019/07/18 03:45:00
Toranche aval; 2,82;17,28;2019/07/18 04:00:00
Toranche aval; 2,79;17,20;2019/07/18 04:15:00
Toranche aval; 2,73;17,16;2019/07/18 04:30:00
Toranche aval; 2,74;17,08;2019/07/18 04:45:00
Toranche aval; 2,77;17,02;2019/07/18 05:00:00
Toranche aval; 2,78;16,98;2019/07/18 05:15:00
Toranche aval; 2,75;16,92;2019/07/18 05:30:00
Toranche aval; 2,92;16,86;2019/07/18 05:45:00
Toranche aval; 2,98;16,80;2019/07/18 06:00:00
Toranche aval; 2,99;16,72;2019/07/18 06:15:00
Toranche aval; 2,91;16,64;2019/07/18 06:30:00
Toranche aval; 2,94;16,58;2019/07/18 06:45:00
Toranche aval; 2,97;16,52;2019/07/18 07:00:00
Toranche aval; 2,94;16,48;2019/07/18 07:15:00
Toranche aval; 2,96;16,44;2019/07/18 07:30:00
Toranche aval; 2,92;16,42;2019/07/18 07:45:00
Toranche aval; 2,90;16,40;2019/07/18 08:00:00
Toranche aval; 2,86;16,38;2019/07/18 08:15:00
Toranche aval; 2,80;16,36;2019/07/18 08:30:00
Toranche aval; 2,75;16,36;2019/07/18 08:45:00
Toranche aval; 2,71;16,36;2019/07/18 09:00:00
Toranche aval; 2,65;16,36;2019/07/18 09:15:00
Toranche aval; 2,53;16,38;2019/07/18 09:30:00
Toranche aval; 2,47;16,40;2019/07/18 09:45:00
Toranche aval; 2,41;16,42;2019/07/18 10:00:00
Toranche aval; 2,36;16,42;2019/07/18 10:15:00
Toranche aval; 2,20;16,46;2019/07/18 10:30:00
Toranche aval; 2,08;16,50;2019/07/18 10:45:00
Toranche aval; 1,94;16,52;2019/07/18 11:00:00
Toranche aval; 1,86;16,56;2019/07/18 11:15:00
Toranche aval; 1,80;16,58;2019/07/18 11:30:00
Toranche aval; 2,50;16,76;2019/07/18 11:45:00
Toranche aval; 2,47;16,90;2019/07/18 12:00:00
Toranche aval; 2,57;16,94;2019/07/18 12:15:00
Toranche aval; 2,53;17,00;2019/07/18 12:30:00
Toranche aval; 2,46;17,04;2019/07/18 12:45:00
Toranche aval; 2,31;17,14;2019/07/18 13:00:00
Toranche aval; 2,17;17,30;2019/07/18 13:15:00
Toranche aval; 2,17;17,38;2019/07/18 13:30:00
Toranche aval; 2,19;17,44;2019/07/18 13:45:00
Toranche aval; 2,14;17,50;2019/07/18 14:00:00
Toranche aval; 2,10;17,54;2019/07/18 14:15:00
Toranche aval; 2,05;17,62;2019/07/18 14:30:00
Toranche aval; 2,22;17,78;2019/07/18 14:45:00
Toranche aval; 2,17;18,10;2019/07/18 15:00:00
Toranche aval; 2,34;18,04;2019/07/18 15:15:00
Toranche aval; 2,30;18,08;2019/07/18 15:30:00
Toranche aval; 2,29;18,16;2019/07/18 15:45:00
Toranche aval; 2,29;18,32;2019/07/18 16:00:00
Toranche aval; 2,29;18,36;2019/07/18 16:15:00
Toranche aval; 2,27;18,46;2019/07/18 16:30:00
Toranche aval; 2,25;18,50;2019/07/18 16:45:00
Toranche aval; 2,21;18,56;2019/07/18 17:00:00
Toranche aval; 2,07;18,56;2019/07/18 17:15:00
Toranche aval; 2,00;18,68;2019/07/18 17:30:00
Toranche aval; 2,00;18,74;2019/07/18 17:45:00
Toranche aval; 1,89;18,82;2019/07/18 18:00:00
Toranche aval; 1,95;18,72;2019/07/18 18:15:00
Toranche aval; 1,95;18,76;2019/07/18 18:30:00
Toranche aval; 2,18;18,82;2019/07/18 18:45:00
Toranche aval; 2,21;18,80;2019/07/18 19:00:00
Toranche aval; 2,17;18,76;2019/07/18 19:15:00
Toranche aval; 2,00;18,72;2019/07/18 19:30:00
Toranche aval; 1,99;18,76;2019/07/18 19:45:00
Toranche aval; 1,95;18,74;2019/07/18 20:00:00
Toranche aval; 1,92;18,70;2019/07/18 20:15:00
Toranche aval; 1,86;18,68;2019/07/18 20:30:00
Toranche aval; 1,68;18,66;2019/07/18 20:45:00
Toranche aval; 1,53;18,64;2019/07/18 21:00:00
Toranche aval; 1,47;18,62;2019/07/18 21:15:00
Toranche aval; 1,50;18,60;2019/07/18 21:30:00
Toranche aval; 1,32;18,56;2019/07/18 21:45:00
Toranche aval; 1,27;18,54;2019/07/18 22:00:00
Toranche aval; 1,31;18,50;2019/07/18 22:15:00
Toranche aval; 1,39;18,44;2019/07/18 22:30:00
Toranche aval; 1,54;18,40;2019/07/18 22:45:00
Toranche aval; 1,58;18,34;2019/07/18 23:00:00
Toranche aval; 1,62;18,28;2019/07/18 23:15:00
Toranche aval; 2,05;18,22;2019/07/18 23:30:00
Toranche aval; 2,46;18,14;2019/07/18 23:45:00
Toranche aval; 2,58;18,06;2019/07/19 00:00:00
Toranche aval; 2,62;18,00;2019/07/19 00:15:00
Toranche aval; 2,66;17,92;2019/07/19 00:30:00
Toranche aval; 2,64;17,82;2019/07/19 00:45:00
Toranche aval; 2,71;17,74;2019/07/19 01:00:00
Toranche aval; 2,72;17,66;2019/07/19 01:15:00
Toranche aval; 2,69;17,60;2019/07/19 01:30:00
Toranche aval; 2,73;17,54;2019/07/19 01:45:00
Toranche aval; 2,70;17,46;2019/07/19 02:00:00
Toranche aval; 2,68;17,38;2019/07/19 02:15:00
Toranche aval; 2,66;17,32;2019/07/19 02:30:00
Toranche aval; 2,66;17,26;2019/07/19 02:45:00
Toranche aval; 2,83;17,20;2019/07/19 03:00:00
Toranche aval; 2,80;17,12;2019/07/19 03:15:00
Toranche aval; 2,77;17,06;2019/07/19 03:30:00
Toranche aval; 2,80;16,98;2019/07/19 03:45:00
Toranche aval; 2,84;16,90;2019/07/19 04:00:00
Toranche aval; 2,91;16,82;2019/07/19 04:15:00
Toranche aval; 3,11;16,74;2019/07/19 04:30:00
Toranche aval; 2,99;16,68;2019/07/19 04:45:00
Toranche aval; 2,97;16,60;2019/07/19 05:00:00
Toranche aval; 3,01;16,52;2019/07/19 05:15:00
Toranche aval; 2,99;16,44;2019/07/19 05:30:00
Toranche aval; 2,98;16,34;2019/07/19 05:45:00
Toranche aval; 3,03;16,26;2019/07/19 06:00:00
Toranche aval; 3,04;16,20;2019/07/19 06:15:00
Toranche aval; 3,06;16,12;2019/07/19 06:30:00
Toranche aval; 3,08;16,06;2019/07/19 06:45:00
Toranche aval; 2,97;15,98;2019/07/19 07:00:00
Toranche aval; 2,97;15,94;2019/07/19 07:15:00
Toranche aval; 3,02;15,90;2019/07/19 07:30:00
Toranche aval; 2,98;15,86;2019/07/19 07:45:00
Toranche aval; 2,90;15,82;2019/07/19 08:00:00
Toranche aval; 2,87;15,80;2019/07/19 08:15:00
Toranche aval; 2,83;15,80;2019/07/19 08:30:00
Toranche aval; 2,71;15,80;2019/07/19 08:45:00
Toranche aval; 2,51;15,82;2019/07/19 09:00:00
Toranche aval; 2,45;15,84;2019/07/19 09:15:00
Toranche aval; 2,39;15,86;2019/07/19 09:30:00
Toranche aval; 2,33;15,90;2019/07/19 09:45:00
Toranche aval; 2,28;15,92;2019/07/19 10:00:00
Toranche aval; 2,21;15,96;2019/07/19 10:15:00
Toranche aval; 2,15;15,98;2019/07/19 10:30:00
Toranche aval; 2,10;16,02;2019/07/19 10:45:00
Toranche aval; 2,00;16,04;2019/07/19 11:00:00
Toranche aval; 1,86;16,08;2019/07/19 11:15:00
Toranche aval; 1,80;16,12;2019/07/19 11:30:00
Toranche aval; 1,72;16,16;2019/07/19 11:45:00
Toranche aval; 1,67;16,20;2019/07/19 12:00:00
Toranche aval; 1,62;16,26;2019/07/19 12:15:00
Toranche aval; 1,57;16,38;2019/07/19 12:30:00
Toranche aval; 2,10;16,68;2019/07/19 12:45:00
Toranche aval; 1,86;16,76;2019/07/19 13:00:00
Toranche aval; 2,33;16,94;2019/07/19 13:15:00
Toranche aval; 2,42;17,18;2019/07/19 13:30:00
Toranche aval; 2,13;17,22;2019/07/19 13:45:00
Toranche aval; 2,31;17,42;2019/07/19 14:00:00
Toranche aval; 2,08;17,56;2019/07/19 14:15:00
Toranche aval; 2,07;17,70;2019/07/19 14:30:00
Toranche aval; 2,05;17,82;2019/07/19 14:45:00
Toranche aval; 2,25;17,96;2019/07/19 15:00:00
Toranche aval; 2,18;18,16;2019/07/19 15:15:00
Toranche aval; 2,15;18,34;2019/07/19 15:30:00
Toranche aval; 2,11;18,48;2019/07/19 15:45:00
Toranche aval; 1,94;18,54;2019/07/19 16:00:00
Toranche aval; 2,13;18,64;2019/07/19 16:15:00
Toranche aval; 2,19;18,66;2019/07/19 16:30:00
Toranche aval; 2,14;18,72;2019/07/19 16:45:00
Toranche aval; 2,08;18,68;2019/07/19 17:00:00
Toranche aval; 2,02;18,72;2019/07/19 17:15:00
Toranche aval; 2,15;18,86;2019/07/19 17:30:00
Toranche aval; 1,72;18,78;2019/07/19 17:45:00
Toranche aval; 1,98;18,90;2019/07/19 18:00:00
Toranche aval; 1,86;18,96;2019/07/19 18:15:00
Toranche aval; 1,55;18,90;2019/07/19 18:30:00
Toranche aval; 1,70;19,00;2019/07/19 18:45:00
Toranche aval; 1,57;19,02;2019/07/19 19:00:00
Toranche aval; 1,21;19,02;2019/07/19 19:15:00
Toranche aval; 0,97;19,10;2019/07/19 19:30:00
Toranche aval; 0,97;19,12;2019/07/19 19:45:00
Toranche aval; 0,93;19,14;2019/07/19 20:00:00
Toranche aval; 0,87;19,14;2019/07/19 20:15:00
Toranche aval; 0,87;19,18;2019/07/19 20:30:00
Toranche aval; 0,68;19,16;2019/07/19 20:45:00
Toranche aval; 0,63;19,18;2019/07/19 21:00:00
Toranche aval; 0,69;19,26;2019/07/19 21:15:00
Toranche aval; 0,66;19,26;2019/07/19 21:30:00
Toranche aval; 0,55;19,26;2019/07/19 21:45:00
Toranche aval; 0,54;19,28;2019/07/19 22:00:00
Toranche aval; 0,69;19,24;2019/07/19 22:15:00
Toranche aval; 0,67;19,26;2019/07/19 22:30:00
Toranche aval; 0,66;19,28;2019/07/19 22:45:00
Toranche aval; 0,77;19,28;2019/07/19 23:00:00
Toranche aval; 0,76;19,26;2019/07/19 23:15:00
Toranche aval; 0,61;19,22;2019/07/19 23:30:00
Toranche aval; 0,63;19,20;2019/07/19 23:45:00
Toranche aval; 0,54;19,14;2019/07/20 00:00:00
Toranche aval; 0,61;19,08;2019/07/20 00:15:00
Toranche aval; 0,55;19,02;2019/07/20 00:30:00
Toranche aval; 0,64;18,98;2019/07/20 00:45:00
Toranche aval; 0,80;18,90;2019/07/20 01:00:00
Toranche aval; 1,10;18,84;2019/07/20 01:15:00
Toranche aval; 1,31;18,76;2019/07/20 01:30:00
Toranche aval; 1,44;18,68;2019/07/20 01:45:00
Toranche aval; 1,66;18,60;2019/07/20 02:00:00
Toranche aval; 1,91;18,54;2019/07/20 02:15:00
Toranche aval; 2,14;18,46;2019/07/20 02:30:00
Toranche aval; 2,22;18,38;2019/07/20 02:45:00
Toranche aval; 2,18;18,34;2019/07/20 03:00:00
Toranche aval; 2,25;18,28;2019/07/20 03:15:00
Toranche aval; 2,29;18,24;2019/07/20 03:30:00
Toranche aval; 2,25;18,22;2019/07/20 03:45:00
Toranche aval; 2,06;18,18;2019/07/20 04:00:00
Toranche aval; 2,01;18,16;2019/07/20 04:15:00
Toranche aval; 1,87;18,12;2019/07/20 04:30:00
Toranche aval; 1,92;18,10;2019/07/20 04:45:00
Toranche aval; 1,95;18,08;2019/07/20 05:00:00
Toranche aval; 1,99;18,06;2019/07/20 05:15:00
Toranche aval; 2,08;18,06;2019/07/20 05:30:00
Toranche aval; 1,92;18,04;2019/07/20 05:45:00
Toranche aval; 1,85;18,02;2019/07/20 06:00:00
Toranche aval; 1,86;18,02;2019/07/20 06:15:00
Toranche aval; 1,78;18,00;2019/07/20 06:30:00
Toranche aval; 1,68;17,98;2019/07/20 06:45:00
Toranche aval; 1,78;17,96;2019/07/20 07:00:00
Toranche aval; 1,99;17,96;2019/07/20 07:15:00
Toranche aval; 2,00;17,96;2019/07/20 07:30:00
Toranche aval; 1,98;17,96;2019/07/20 07:45:00
Toranche aval; 1,95;17,96;2019/07/20 08:00:00
Toranche aval; 1,95;17,96;2019/07/20 08:15:00
Toranche aval; 1,89;17,98;2019/07/20 08:30:00
Toranche aval; 1,75;18,00;2019/07/20 08:45:00
Toranche aval; 1,67;18,00;2019/07/20 09:00:00
Toranche aval; 1,55;18,02;2019/07/20 09:15:00
Toranche aval; 1,43;18,04;2019/07/20 09:30:00
Toranche aval; 1,36;18,08;2019/07/20 09:45:00
Toranche aval; 1,22;18,12;2019/07/20 10:00:00
Toranche aval; 1,25;18,16;2019/07/20 10:15:00
Toranche aval; 1,38;18,16;2019/07/20 10:30:00
Toranche aval; 1,41;18,18;2019/07/20 10:45:00
Toranche aval; 1,31;18,18;2019/07/20 11:00:00
Toranche aval; 1,24;18,24;2019/07/20 11:15:00
Toranche aval; 1,22;18,30;2019/07/20 11:30:00
Toranche aval; 1,13;18,38;2019/07/20 11:45:00
Toranche aval; 1,16;18,44;2019/07/20 12:00:00
Toranche aval; 0,98;18,42;2019/07/20 12:15:00
Toranche aval; 0,95;18,42;2019/07/20 12:30:00
Toranche aval; 1,16;18,56;2019/07/20 12:45:00
Toranche aval; 1,48;18,74;2019/07/20 13:00:00
Toranche aval; 1,32;18,84;2019/07/20 13:15:00
Toranche aval; 1,68;19,02;2019/07/20 13:30:00
Toranche aval; 2,08;19,04;2019/07/20 13:45:00
Toranche aval; 1,75;19,14;2019/07/20 14:00:00
Toranche aval; 1,66;19,14;2019/07/20 14:15:00
Toranche aval; 1,65;19,20;2019/07/20 14:30:00
Toranche aval; 1,66;19,26;2019/07/20 14:45:00
Toranche aval; 1,65;19,36;2019/07/20 15:00:00
Toranche aval; 1,66;19,42;2019/07/20 15:15:00
Toranche aval; 1,57;19,50;2019/07/20 15:30:00
Toranche aval; 2,17;19,70;2019/07/20 15:45:00
Toranche aval; 1,97;19,76;2019/07/20 16:00:00
Toranche aval; 2,15;19,88;2019/07/20 16:15:00
Toranche aval; 2,05;19,94;2019/07/20 16:30:00
Toranche aval; 2,11;19,94;2019/07/20 16:45:00
Toranche aval; 2,19;20,00;2019/07/20 17:00:00
Toranche aval; 1,99;20,06;2019/07/20 17:15:00
Toranche aval; 1,58;20,08;2019/07/20 17:30:00
Toranche aval; 1,85;20,22;2019/07/20 17:45:00
Toranche aval; 1,61;20,30;2019/07/20 18:00:00
Toranche aval; 1,60;20,32;2019/07/20 18:15:00
Toranche aval; 1,52;20,34;2019/07/20 18:30:00
Toranche aval; 1,41;20,30;2019/07/20 18:45:00
Toranche aval; 1,21;20,30;2019/07/20 19:00:00
Toranche aval; 1,20;20,34;2019/07/20 19:15:00
Toranche aval; 0,86;20,24;2019/07/20 19:30:00
Toranche aval; 1,10;20,26;2019/07/20 19:45:00
Toranche aval; 1,17;20,40;2019/07/20 20:00:00
Toranche aval; 1,15;20,42;2019/07/20 20:15:00
Toranche aval; 1,16;20,48;2019/07/20 20:30:00
Toranche aval; 1,43;20,50;2019/07/20 20:45:00
Toranche aval; 1,13;20,40;2019/07/20 21:00:00
Toranche aval; 1,36;20,44;2019/07/20 21:15:00
Toranche aval; 0,81;20,30;2019/07/20 21:30:00
Toranche aval; 0,79;20,24;2019/07/20 21:45:00
Toranche aval; 0,76;20,24;2019/07/20 22:00:00
Toranche aval; 0,86;20,20;2019/07/20 22:15:00
Toranche aval; 3,08;20,20;2019/07/20 22:30:00
Toranche aval; 3,18;20,14;2019/07/20 22:45:00
Toranche aval; 3,11;20,08;2019/07/20 23:00:00
Toranche aval; 2,91;20,04;2019/07/20 23:15:00
Toranche aval; 2,66;20,06;2019/07/20 23:30:00
Toranche aval; 3,04;20,00;2019/07/20 23:45:00
Toranche aval; 3,21;19,82;2019/07/21 00:00:00
Toranche aval; 3,38;19,78;2019/07/21 00:15:00
Toranche aval; 3,18;19,82;2019/07/21 00:30:00
Toranche aval; 3,06;19,84;2019/07/21 00:45:00
Toranche aval; 2,92;19,86;2019/07/21 01:00:00
Toranche aval; 2,89;19,88;2019/07/21 01:15:00
Toranche aval; 3,01;19,86;2019/07/21 01:30:00
Toranche aval; 3,23;19,84;2019/07/21 01:45:00
Toranche aval; 3,28;19,82;2019/07/21 02:00:00
Toranche aval; 3,27;19,80;2019/07/21 02:15:00
Toranche aval; 3,19;19,78;2019/07/21 02:30:00
Toranche aval; 3,08;19,76;2019/07/21 02:45:00
Toranche aval; 2,99;19,72;2019/07/21 03:00:00
Toranche aval; 3,00;19,70;2019/07/21 03:15:00
Toranche aval; 3,20;19,66;2019/07/21 03:30:00
Toranche aval; 3,09;19,64;2019/07/21 03:45:00
Toranche aval; 3,20;19,62;2019/07/21 04:00:00
Toranche aval; 3,08;19,60;2019/07/21 04:15:00
Toranche aval; 2,98;19,56;2019/07/21 04:30:00
Toranche aval; 2,88;19,54;2019/07/21 04:45:00
Toranche aval; 2,66;19,52;2019/07/21 05:00:00
Toranche aval; 2,35;19,48;2019/07/21 05:15:00
Toranche aval; 2,41;19,46;2019/07/21 05:30:00
Toranche aval; 2,28;19,42;2019/07/21 05:45:00
Toranche aval; 2,08;19,40;2019/07/21 06:00:00
Toranche aval; 2,01;19,38;2019/07/21 06:15:00
Toranche aval; 1,98;19,36;2019/07/21 06:30:00
Toranche aval; 1,83;19,34;2019/07/21 06:45:00
Toranche aval; 1,72;19,32;2019/07/21 07:00:00
Toranche aval; 1,82;19,32;2019/07/21 07:15:00
Toranche aval; 1,81;19,30;2019/07/21 07:30:00
Toranche aval; 1,74;19,28;2019/07/21 07:45:00
Toranche aval; 1,71;19,28;2019/07/21 08:00:00
Toranche aval; 1,61;19,28;2019/07/21 08:15:00
Toranche aval; 1,41;19,28;2019/07/21 08:30:00
Toranche aval; 1,29;19,28;2019/07/21 08:45:00
Toranche aval; 1,22;19,28;2019/07/21 09:00:00
Toranche aval; 1,68;19,32;2019/07/21 09:15:00
Toranche aval; 2,10;19,32;2019/07/21 09:30:00
Toranche aval; 1,88;19,36;2019/07/21 09:45:00
Toranche aval; 1,75;19,36;2019/07/21 10:00:00
Toranche aval; 1,49;19,36;2019/07/21 10:15:00
