site;DO;temp;datetime
Coise Vaudragon; 5,71;18,78;2020/08/21 23:00:00
Coise Vaudragon; 5,79;18,76;2020/08/21 23:15:00
Coise Vaudragon; 5,62;18,76;2020/08/21 23:30:00
Coise Vaudragon; 5,60;18,74;2020/08/21 23:45:00
Coise Vaudragon; 5,73;18,70;2020/08/22 00:00:00
Coise Vaudragon; 5,66;18,66;2020/08/22 00:15:00
Coise Vaudragon; 5,68;18,60;2020/08/22 00:30:00
Coise Vaudragon; 5,66;18,54;2020/08/22 00:45:00
Coise Vaudragon; 5,69;18,50;2020/08/22 01:00:00
Coise Vaudragon; 5,65;18,44;2020/08/22 01:15:00
Coise Vaudragon; 5,66;18,40;2020/08/22 01:30:00
Coise Vaudragon; 5,67;18,34;2020/08/22 01:45:00
Coise Vaudragon; 5,70;18,30;2020/08/22 02:00:00
Coise Vaudragon; 5,70;18,30;2020/08/22 02:15:00
Coise Vaudragon; 5,74;18,26;2020/08/22 02:30:00
Coise Vaudragon; 5,75;18,24;2020/08/22 02:45:00
Coise Vaudragon; 5,75;18,22;2020/08/22 03:00:00
Coise Vaudragon; 5,78;18,16;2020/08/22 03:15:00
Coise Vaudragon; 5,93;18,12;2020/08/22 03:30:00
Coise Vaudragon; 5,96;18,10;2020/08/22 03:45:00
Coise Vaudragon; 5,81;18,06;2020/08/22 04:00:00
Coise Vaudragon; 5,82;18,02;2020/08/22 04:15:00
Coise Vaudragon; 5,82;17,98;2020/08/22 04:30:00
Coise Vaudragon; 5,94;17,94;2020/08/22 04:45:00
Coise Vaudragon; 6,04;17,90;2020/08/22 05:00:00
Coise Vaudragon; 6,13;17,86;2020/08/22 05:15:00
Coise Vaudragon; 6,13;17,82;2020/08/22 05:30:00
Coise Vaudragon; 6,09;17,78;2020/08/22 05:45:00
Coise Vaudragon; 6,07;17,74;2020/08/22 06:00:00
Coise Vaudragon; 6,02;17,70;2020/08/22 06:15:00
Coise Vaudragon; 6,02;17,68;2020/08/22 06:30:00
Coise Vaudragon; 6,03;17,64;2020/08/22 06:45:00
Coise Vaudragon; 6,03;17,60;2020/08/22 07:00:00
Coise Vaudragon; 6,03;17,58;2020/08/22 07:15:00
Coise Vaudragon; 6,06;17,54;2020/08/22 07:30:00
Coise Vaudragon; 6,07;17,52;2020/08/22 07:45:00
Coise Vaudragon; 6,11;17,50;2020/08/22 08:00:00
Coise Vaudragon; 6,15;17,50;2020/08/22 08:15:00
Coise Vaudragon; 6,19;17,48;2020/08/22 08:30:00
Coise Vaudragon; 6,25;17,48;2020/08/22 08:45:00
Coise Vaudragon; 6,30;17,46;2020/08/22 09:00:00
Coise Vaudragon; 6,36;17,46;2020/08/22 09:15:00
Coise Vaudragon; 6,44;17,48;2020/08/22 09:30:00
Coise Vaudragon; 6,52;17,52;2020/08/22 09:45:00
Coise Vaudragon; 6,56;17,56;2020/08/22 10:00:00
Coise Vaudragon; 6,59;17,62;2020/08/22 10:15:00
Coise Vaudragon; 6,64;17,66;2020/08/22 10:30:00
Coise Vaudragon; 6,73;17,72;2020/08/22 10:45:00
Coise Vaudragon; 6,83;17,82;2020/08/22 11:00:00
Coise Vaudragon; 6,88;17,88;2020/08/22 11:15:00
Coise Vaudragon; 6,96;18,04;2020/08/22 11:30:00
Coise Vaudragon; 6,92;18,04;2020/08/22 11:45:00
Coise Vaudragon; 6,96;18,08;2020/08/22 12:00:00
Coise Vaudragon; 6,97;18,14;2020/08/22 12:15:00
Coise Vaudragon; 6,93;18,16;2020/08/22 12:30:00
Coise Vaudragon; 6,94;18,20;2020/08/22 12:45:00
Coise Vaudragon; 6,94;18,22;2020/08/22 13:00:00
Coise Vaudragon; 6,94;18,24;2020/08/22 13:15:00
Coise Vaudragon; 6,95;18,22;2020/08/22 13:30:00
Coise Vaudragon; 6,94;18,18;2020/08/22 13:45:00
Coise Vaudragon; 6,94;18,16;2020/08/22 14:00:00
Coise Vaudragon; 7,00;18,16;2020/08/22 14:15:00
Coise Vaudragon; 6,99;18,16;2020/08/22 14:30:00
Coise Vaudragon; 6,98;18,16;2020/08/22 14:45:00
Coise Vaudragon; 7,03;18,16;2020/08/22 15:00:00
Coise Vaudragon; 7,06;18,18;2020/08/22 15:15:00
Coise Vaudragon; 7,07;18,20;2020/08/22 15:30:00
Coise Vaudragon; 7,11;18,22;2020/08/22 15:45:00
Coise Vaudragon; 7,15;18,30;2020/08/22 16:00:00
Coise Vaudragon; 7,12;18,32;2020/08/22 16:15:00
Coise Vaudragon; 7,15;18,38;2020/08/22 16:30:00
Coise Vaudragon; 7,13;18,42;2020/08/22 16:45:00
Coise Vaudragon; 7,11;18,44;2020/08/22 17:00:00
Coise Vaudragon; 7,08;18,52;2020/08/22 17:15:00
Coise Vaudragon; 7,08;18,58;2020/08/22 17:30:00
Coise Vaudragon; 7,09;18,66;2020/08/22 17:45:00
Coise Vaudragon; 7,07;18,64;2020/08/22 18:00:00
Coise Vaudragon; 7,08;18,64;2020/08/22 18:15:00
Coise Vaudragon; 7,05;18,62;2020/08/22 18:30:00
Coise Vaudragon; 7,03;18,60;2020/08/22 18:45:00
Coise Vaudragon; 7,00;18,58;2020/08/22 19:00:00
Coise Vaudragon; 6,97;18,60;2020/08/22 19:15:00
Coise Vaudragon; 6,94;18,58;2020/08/22 19:30:00
Coise Vaudragon; 6,95;18,54;2020/08/22 19:45:00
Coise Vaudragon; 6,94;18,52;2020/08/22 20:00:00
Coise Vaudragon; 6,91;18,48;2020/08/22 20:15:00
Coise Vaudragon; 6,91;18,42;2020/08/22 20:30:00
Coise Vaudragon; 6,90;18,32;2020/08/22 20:45:00
Coise Vaudragon; 6,88;18,22;2020/08/22 21:00:00
Coise Vaudragon; 6,88;18,12;2020/08/22 21:15:00
Coise Vaudragon; 6,87;18,00;2020/08/22 21:30:00
Coise Vaudragon; 6,89;17,86;2020/08/22 21:45:00
Coise Vaudragon; 6,91;17,76;2020/08/22 22:00:00
Coise Vaudragon; 6,92;17,66;2020/08/22 22:15:00
Coise Vaudragon; 6,94;17,54;2020/08/22 22:30:00
Coise Vaudragon; 6,95;17,46;2020/08/22 22:45:00
Coise Vaudragon; 6,97;17,36;2020/08/22 23:00:00
Coise Vaudragon; 6,98;17,28;2020/08/22 23:15:00
Coise Vaudragon; 6,98;17,18;2020/08/22 23:30:00
Coise Vaudragon; 6,99;17,10;2020/08/22 23:45:00
Coise Vaudragon; 7,01;17,02;2020/08/23 00:00:00
Coise Vaudragon; 7,02;16,94;2020/08/23 00:15:00
Coise Vaudragon; 7,06;16,88;2020/08/23 00:30:00
Coise Vaudragon; 7,06;16,80;2020/08/23 00:45:00
Coise Vaudragon; 7,08;16,72;2020/08/23 01:00:00
Coise Vaudragon; 7,10;16,64;2020/08/23 01:15:00
Coise Vaudragon; 7,11;16,54;2020/08/23 01:30:00
Coise Vaudragon; 7,14;16,48;2020/08/23 01:45:00
Coise Vaudragon; 7,16;16,40;2020/08/23 02:00:00
Coise Vaudragon; 7,17;16,32;2020/08/23 02:15:00
Coise Vaudragon; 7,20;16,22;2020/08/23 02:30:00
Coise Vaudragon; 7,22;16,14;2020/08/23 02:45:00
Coise Vaudragon; 7,24;16,06;2020/08/23 03:00:00
Coise Vaudragon; 7,25;15,98;2020/08/23 03:15:00
Coise Vaudragon; 7,26;15,90;2020/08/23 03:30:00
Coise Vaudragon; 7,27;15,82;2020/08/23 03:45:00
Coise Vaudragon; 7,30;15,76;2020/08/23 04:00:00
Coise Vaudragon; 7,32;15,70;2020/08/23 04:15:00
Coise Vaudragon; 7,34;15,62;2020/08/23 04:30:00
Coise Vaudragon; 7,35;15,56;2020/08/23 04:45:00
Coise Vaudragon; 7,37;15,50;2020/08/23 05:00:00
Coise Vaudragon; 7,38;15,44;2020/08/23 05:15:00
Coise Vaudragon; 7,39;15,40;2020/08/23 05:30:00
Coise Vaudragon; 7,39;15,36;2020/08/23 05:45:00
Coise Vaudragon; 7,41;15,34;2020/08/23 06:00:00
Coise Vaudragon; 7,41;15,32;2020/08/23 06:15:00
Coise Vaudragon; 7,43;15,30;2020/08/23 06:30:00
Coise Vaudragon; 7,43;15,28;2020/08/23 06:45:00
Coise Vaudragon; 7,43;15,26;2020/08/23 07:00:00
Coise Vaudragon; 7,45;15,22;2020/08/23 07:15:00
Coise Vaudragon; 7,44;15,20;2020/08/23 07:30:00
Coise Vaudragon; 7,46;15,20;2020/08/23 07:45:00
Coise Vaudragon; 7,47;15,20;2020/08/23 08:00:00
Coise Vaudragon; 7,48;15,20;2020/08/23 08:15:00
Coise Vaudragon; 7,52;15,24;2020/08/23 08:30:00
Coise Vaudragon; 7,54;15,26;2020/08/23 08:45:00
Coise Vaudragon; 7,54;15,26;2020/08/23 09:00:00
Coise Vaudragon; 7,56;15,28;2020/08/23 09:15:00
Coise Vaudragon; 7,57;15,32;2020/08/23 09:30:00
Coise Vaudragon; 7,57;15,38;2020/08/23 09:45:00
Coise Vaudragon; 7,54;15,42;2020/08/23 10:00:00
Coise Vaudragon; 7,57;15,46;2020/08/23 10:15:00
Coise Vaudragon; 7,57;15,50;2020/08/23 10:30:00
Coise Vaudragon; 7,59;15,56;2020/08/23 10:45:00
Coise Vaudragon; 7,62;15,60;2020/08/23 11:00:00
Coise Vaudragon; 7,63;15,64;2020/08/23 11:15:00
Coise Vaudragon; 7,67;15,70;2020/08/23 11:30:00
Coise Vaudragon; 7,70;15,80;2020/08/23 11:45:00
Coise Vaudragon; 7,74;15,88;2020/08/23 12:00:00
Coise Vaudragon; 7,73;15,90;2020/08/23 12:15:00
Coise Vaudragon; 7,73;15,92;2020/08/23 12:30:00
Coise Vaudragon; 7,73;15,92;2020/08/23 12:45:00
Coise Vaudragon; 7,77;15,98;2020/08/23 13:00:00
Coise Vaudragon; 7,79;15,98;2020/08/23 13:15:00
Coise Vaudragon; 7,76;16,00;2020/08/23 13:30:00
Coise Vaudragon; 7,72;16,06;2020/08/23 13:45:00
Coise Vaudragon; 7,72;16,12;2020/08/23 14:00:00
Coise Vaudragon; 7,73;16,18;2020/08/23 14:15:00
Coise Vaudragon; 7,68;16,22;2020/08/23 14:30:00
Coise Vaudragon; 7,66;16,22;2020/08/23 14:45:00
Coise Vaudragon; 7,66;16,28;2020/08/23 15:00:00
Coise Vaudragon; 7,63;16,32;2020/08/23 15:15:00
Coise Vaudragon; 7,63;16,38;2020/08/23 15:30:00
Coise Vaudragon; 7,64;16,44;2020/08/23 15:45:00
Coise Vaudragon; 7,64;16,50;2020/08/23 16:00:00
Coise Vaudragon; 7,58;16,56;2020/08/23 16:15:00
Coise Vaudragon; 7,52;16,60;2020/08/23 16:30:00
Coise Vaudragon; 7,50;16,64;2020/08/23 16:45:00
Coise Vaudragon; 7,48;16,70;2020/08/23 17:00:00
Coise Vaudragon; 7,42;16,70;2020/08/23 17:15:00
Coise Vaudragon; 7,37;16,74;2020/08/23 17:30:00
Coise Vaudragon; 7,35;16,74;2020/08/23 17:45:00
Coise Vaudragon; 7,34;16,74;2020/08/23 18:00:00
Coise Vaudragon; 7,31;16,72;2020/08/23 18:15:00
Coise Vaudragon; 7,26;16,72;2020/08/23 18:30:00
Coise Vaudragon; 7,24;16,70;2020/08/23 18:45:00
Coise Vaudragon; 7,24;16,66;2020/08/23 19:00:00
Coise Vaudragon; 7,24;16,64;2020/08/23 19:15:00
Coise Vaudragon; 7,23;16,62;2020/08/23 19:30:00
Coise Vaudragon; 7,24;16,58;2020/08/23 19:45:00
Coise Vaudragon; 7,25;16,56;2020/08/23 20:00:00
Coise Vaudragon; 7,24;16,56;2020/08/23 20:15:00
Coise Vaudragon; 7,21;16,54;2020/08/23 20:30:00
Coise Vaudragon; 7,21;16,52;2020/08/23 20:45:00
Coise Vaudragon; 7,20;16,46;2020/08/23 21:00:00
Coise Vaudragon; 7,18;16,40;2020/08/23 21:15:00
Coise Vaudragon; 7,19;16,32;2020/08/23 21:30:00
Coise Vaudragon; 7,20;16,22;2020/08/23 21:45:00
Coise Vaudragon; 7,23;16,12;2020/08/23 22:00:00
Coise Vaudragon; 7,24;16,02;2020/08/23 22:15:00
Coise Vaudragon; 7,28;15,90;2020/08/23 22:30:00
Coise Vaudragon; 7,31;15,78;2020/08/23 22:45:00
Coise Vaudragon; 7,34;15,66;2020/08/23 23:00:00
Coise Vaudragon; 7,37;15,54;2020/08/23 23:15:00
Coise Vaudragon; 7,39;15,42;2020/08/23 23:30:00
Coise Vaudragon; 7,42;15,30;2020/08/23 23:45:00
Coise Vaudragon; 7,45;15,20;2020/08/24 00:00:00
Coise Vaudragon; 7,48;15,08;2020/08/24 00:15:00
Coise Vaudragon; 7,48;14,98;2020/08/24 00:30:00
Coise Vaudragon; 7,50;14,88;2020/08/24 00:45:00
Coise Vaudragon; 7,54;14,78;2020/08/24 01:00:00
Coise Vaudragon; 7,57;14,68;2020/08/24 01:15:00
Coise Vaudragon; 7,59;14,60;2020/08/24 01:30:00
Coise Vaudragon; 7,60;14,52;2020/08/24 01:45:00
Coise Vaudragon; 7,63;14,46;2020/08/24 02:00:00
Coise Vaudragon; 7,64;14,38;2020/08/24 02:15:00
Coise Vaudragon; 7,67;14,32;2020/08/24 02:30:00
Coise Vaudragon; 7,69;14,26;2020/08/24 02:45:00
Coise Vaudragon; 7,70;14,18;2020/08/24 03:00:00
Coise Vaudragon; 7,72;14,12;2020/08/24 03:15:00
Coise Vaudragon; 7,72;14,04;2020/08/24 03:30:00
Coise Vaudragon; 7,73;13,96;2020/08/24 03:45:00
Coise Vaudragon; 7,75;13,90;2020/08/24 04:00:00
Coise Vaudragon; 7,76;13,82;2020/08/24 04:15:00
Coise Vaudragon; 7,77;13,72;2020/08/24 04:30:00
Coise Vaudragon; 7,82;13,64;2020/08/24 04:45:00
Coise Vaudragon; 7,85;13,56;2020/08/24 05:00:00
Coise Vaudragon; 7,87;13,46;2020/08/24 05:15:00
Coise Vaudragon; 7,89;13,38;2020/08/24 05:30:00
Coise Vaudragon; 7,90;13,30;2020/08/24 05:45:00
Coise Vaudragon; 7,92;13,22;2020/08/24 06:00:00
Coise Vaudragon; 7,95;13,12;2020/08/24 06:15:00
Coise Vaudragon; 7,96;13,04;2020/08/24 06:30:00
Coise Vaudragon; 7,98;12,98;2020/08/24 06:45:00
Coise Vaudragon; 8,00;12,90;2020/08/24 07:00:00
Coise Vaudragon; 8,04;12,82;2020/08/24 07:15:00
Coise Vaudragon; 8,06;12,78;2020/08/24 07:30:00
Coise Vaudragon; 8,08;12,76;2020/08/24 07:45:00
Coise Vaudragon; 8,10;12,74;2020/08/24 08:00:00
Coise Vaudragon; 8,12;12,76;2020/08/24 08:15:00
Coise Vaudragon; 8,16;12,82;2020/08/24 08:30:00
Coise Vaudragon; 8,17;12,92;2020/08/24 08:45:00
Coise Vaudragon; 8,17;13,02;2020/08/24 09:00:00
Coise Vaudragon; 8,17;13,12;2020/08/24 09:15:00
Coise Vaudragon; 8,17;13,24;2020/08/24 09:30:00
Coise Vaudragon; 8,17;13,36;2020/08/24 09:45:00
Coise Vaudragon; 8,16;13,50;2020/08/24 10:00:00
Coise Vaudragon; 8,16;13,68;2020/08/24 10:15:00
Coise Vaudragon; 8,15;13,86;2020/08/24 10:30:00
Coise Vaudragon; 8,13;14,04;2020/08/24 10:45:00
Coise Vaudragon; 8,13;14,16;2020/08/24 11:00:00
Coise Vaudragon; 8,11;14,32;2020/08/24 11:15:00
Coise Vaudragon; 8,10;14,46;2020/08/24 11:30:00
Coise Vaudragon; 8,08;14,54;2020/08/24 11:45:00
Coise Vaudragon; 8,08;14,64;2020/08/24 12:00:00
Coise Vaudragon; 8,09;14,76;2020/08/24 12:15:00
Coise Vaudragon; 8,08;14,86;2020/08/24 12:30:00
Coise Vaudragon; 8,07;14,98;2020/08/24 12:45:00
Coise Vaudragon; 8,00;15,02;2020/08/24 13:00:00
Coise Vaudragon; 7,98;15,12;2020/08/24 13:15:00
Coise Vaudragon; 7,94;15,18;2020/08/24 13:30:00
Coise Vaudragon; 7,91;15,22;2020/08/24 13:45:00
Coise Vaudragon; 7,86;15,26;2020/08/24 14:00:00
Coise Vaudragon; 7,84;15,32;2020/08/24 14:15:00
Coise Vaudragon; 7,82;15,38;2020/08/24 14:30:00
Coise Vaudragon; 7,84;15,46;2020/08/24 14:45:00
Coise Vaudragon; 7,83;15,50;2020/08/24 15:00:00
Coise Vaudragon; 7,81;15,54;2020/08/24 15:15:00
Coise Vaudragon; 7,81;15,58;2020/08/24 15:30:00
Coise Vaudragon; 7,81;15,66;2020/08/24 15:45:00
Coise Vaudragon; 7,80;15,72;2020/08/24 16:00:00
Coise Vaudragon; 7,75;15,80;2020/08/24 16:15:00
Coise Vaudragon; 7,73;15,86;2020/08/24 16:30:00
Coise Vaudragon; 7,70;15,92;2020/08/24 16:45:00
Coise Vaudragon; 7,64;15,96;2020/08/24 17:00:00
Coise Vaudragon; 7,60;15,98;2020/08/24 17:15:00
Coise Vaudragon; 7,55;16,00;2020/08/24 17:30:00
Coise Vaudragon; 7,54;15,98;2020/08/24 17:45:00
Coise Vaudragon; 7,51;15,96;2020/08/24 18:00:00
Coise Vaudragon; 7,49;15,96;2020/08/24 18:15:00
Coise Vaudragon; 7,47;15,98;2020/08/24 18:30:00
Coise Vaudragon; 7,45;16,00;2020/08/24 18:45:00
Coise Vaudragon; 7,42;16,02;2020/08/24 19:00:00
Coise Vaudragon; 7,42;16,00;2020/08/24 19:15:00
Coise Vaudragon; 7,41;15,98;2020/08/24 19:30:00
Coise Vaudragon; 7,40;15,98;2020/08/24 19:45:00
Coise Vaudragon; 7,40;15,98;2020/08/24 20:00:00
Coise Vaudragon; 7,38;15,98;2020/08/24 20:15:00
Coise Vaudragon; 7,38;15,94;2020/08/24 20:30:00
Coise Vaudragon; 7,37;15,88;2020/08/24 20:45:00
Coise Vaudragon; 7,37;15,80;2020/08/24 21:00:00
Coise Vaudragon; 7,34;15,70;2020/08/24 21:15:00
Coise Vaudragon; 7,34;15,60;2020/08/24 21:30:00
Coise Vaudragon; 7,36;15,50;2020/08/24 21:45:00
Coise Vaudragon; 7,38;15,40;2020/08/24 22:00:00
Coise Vaudragon; 7,42;15,28;2020/08/24 22:15:00
Coise Vaudragon; 7,45;15,18;2020/08/24 22:30:00
Coise Vaudragon; 7,47;15,06;2020/08/24 22:45:00
Coise Vaudragon; 7,51;14,94;2020/08/24 23:00:00
Coise Vaudragon; 7,55;14,82;2020/08/24 23:15:00
Coise Vaudragon; 7,57;14,70;2020/08/24 23:30:00
Coise Vaudragon; 7,60;14,60;2020/08/24 23:45:00
Coise Vaudragon; 7,63;14,50;2020/08/25 00:00:00
Coise Vaudragon; 7,66;14,38;2020/08/25 00:15:00
Coise Vaudragon; 7,68;14,28;2020/08/25 00:30:00
Coise Vaudragon; 7,70;14,18;2020/08/25 00:45:00
Coise Vaudragon; 7,72;14,08;2020/08/25 01:00:00
Coise Vaudragon; 7,76;13,98;2020/08/25 01:15:00
Coise Vaudragon; 7,77;13,90;2020/08/25 01:30:00
Coise Vaudragon; 7,80;13,82;2020/08/25 01:45:00
Coise Vaudragon; 7,84;13,72;2020/08/25 02:00:00
Coise Vaudragon; 7,85;13,64;2020/08/25 02:15:00
Coise Vaudragon; 7,87;13,54;2020/08/25 02:30:00
Coise Vaudragon; 7,89;13,46;2020/08/25 02:45:00
Coise Vaudragon; 7,92;13,36;2020/08/25 03:00:00
Coise Vaudragon; 7,94;13,28;2020/08/25 03:15:00
Coise Vaudragon; 7,96;13,20;2020/08/25 03:30:00
Coise Vaudragon; 7,98;13,12;2020/08/25 03:45:00
Coise Vaudragon; 8,01;13,04;2020/08/25 04:00:00
Coise Vaudragon; 8,04;12,98;2020/08/25 04:15:00
Coise Vaudragon; 8,06;12,90;2020/08/25 04:30:00
Coise Vaudragon; 8,08;12,82;2020/08/25 04:45:00
Coise Vaudragon; 8,09;12,76;2020/08/25 05:00:00
Coise Vaudragon; 8,11;12,68;2020/08/25 05:15:00
Coise Vaudragon; 8,11;12,62;2020/08/25 05:30:00
Coise Vaudragon; 8,13;12,54;2020/08/25 05:45:00
Coise Vaudragon; 8,15;12,48;2020/08/25 06:00:00
Coise Vaudragon; 8,17;12,40;2020/08/25 06:15:00
Coise Vaudragon; 8,19;12,34;2020/08/25 06:30:00
Coise Vaudragon; 8,21;12,30;2020/08/25 06:45:00
Coise Vaudragon; 8,22;12,28;2020/08/25 07:00:00
Coise Vaudragon; 8,23;12,24;2020/08/25 07:15:00
Coise Vaudragon; 8,24;12,24;2020/08/25 07:30:00
Coise Vaudragon; 8,25;12,24;2020/08/25 07:45:00
Coise Vaudragon; 8,26;12,26;2020/08/25 08:00:00
Coise Vaudragon; 8,27;12,30;2020/08/25 08:15:00
Coise Vaudragon; 8,29;12,34;2020/08/25 08:30:00
Coise Vaudragon; 8,29;12,40;2020/08/25 08:45:00
Coise Vaudragon; 8,30;12,48;2020/08/25 09:00:00
Coise Vaudragon; 8,31;12,56;2020/08/25 09:15:00
Coise Vaudragon; 8,31;12,66;2020/08/25 09:30:00
Coise Vaudragon; 8,32;12,76;2020/08/25 09:45:00
Coise Vaudragon; 8,34;12,90;2020/08/25 10:00:00
Coise Vaudragon; 8,34;13,06;2020/08/25 10:15:00
Coise Vaudragon; 8,32;13,24;2020/08/25 10:30:00
Coise Vaudragon; 8,32;13,46;2020/08/25 10:45:00
Coise Vaudragon; 8,32;13,70;2020/08/25 11:00:00
Coise Vaudragon; 8,31;13,98;2020/08/25 11:15:00
Coise Vaudragon; 8,27;14,24;2020/08/25 11:30:00
Coise Vaudragon; 8,25;14,40;2020/08/25 11:45:00
Coise Vaudragon; 8,21;14,50;2020/08/25 12:00:00
Coise Vaudragon; 8,14;14,60;2020/08/25 12:15:00
Coise Vaudragon; 8,08;14,70;2020/08/25 12:30:00
Coise Vaudragon; 8,04;14,84;2020/08/25 12:45:00
Coise Vaudragon; 7,98;14,98;2020/08/25 13:00:00
Coise Vaudragon; 7,93;15,08;2020/08/25 13:15:00
Coise Vaudragon; 7,87;15,18;2020/08/25 13:30:00
Coise Vaudragon; 7,83;15,26;2020/08/25 13:45:00
Coise Vaudragon; 7,79;15,30;2020/08/25 14:00:00
Coise Vaudragon; 7,74;15,36;2020/08/25 14:15:00
Coise Vaudragon; 7,70;15,46;2020/08/25 14:30:00
Coise Vaudragon; 7,67;15,54;2020/08/25 14:45:00
Coise Vaudragon; 7,65;15,64;2020/08/25 15:00:00
Coise Vaudragon; 7,61;15,72;2020/08/25 15:15:00
Coise Vaudragon; 7,58;15,84;2020/08/25 15:30:00
Coise Vaudragon; 7,56;15,96;2020/08/25 15:45:00
Coise Vaudragon; 7,50;16,08;2020/08/25 16:00:00
Coise Vaudragon; 7,45;16,20;2020/08/25 16:15:00
Coise Vaudragon; 7,41;16,32;2020/08/25 16:30:00
Coise Vaudragon; 7,36;16,42;2020/08/25 16:45:00
Coise Vaudragon; 7,31;16,52;2020/08/25 17:00:00
Coise Vaudragon; 7,24;16,58;2020/08/25 17:15:00
Coise Vaudragon; 7,19;16,68;2020/08/25 17:30:00
Coise Vaudragon; 7,18;16,66;2020/08/25 17:45:00
Coise Vaudragon; 7,14;16,68;2020/08/25 18:00:00
Coise Vaudragon; 7,14;16,70;2020/08/25 18:15:00
Coise Vaudragon; 7,08;16,74;2020/08/25 18:30:00
Coise Vaudragon; 7,06;16,78;2020/08/25 18:45:00
Coise Vaudragon; 7,05;16,78;2020/08/25 19:00:00
Coise Vaudragon; 7,01;16,80;2020/08/25 19:15:00
Coise Vaudragon; 6,99;16,82;2020/08/25 19:30:00
Coise Vaudragon; 7,00;16,86;2020/08/25 19:45:00
Coise Vaudragon; 6,99;16,90;2020/08/25 20:00:00
Coise Vaudragon; 6,98;16,90;2020/08/25 20:15:00
Coise Vaudragon; 6,97;16,88;2020/08/25 20:30:00
Coise Vaudragon; 6,99;16,84;2020/08/25 20:45:00
Coise Vaudragon; 6,99;16,78;2020/08/25 21:00:00
Coise Vaudragon; 7,00;16,68;2020/08/25 21:15:00
Coise Vaudragon; 7,01;16,58;2020/08/25 21:30:00
Coise Vaudragon; 7,03;16,46;2020/08/25 21:45:00
Coise Vaudragon; 7,07;16,34;2020/08/25 22:00:00
Coise Vaudragon; 7,10;16,24;2020/08/25 22:15:00
Coise Vaudragon; 7,12;16,12;2020/08/25 22:30:00
Coise Vaudragon; 7,14;16,00;2020/08/25 22:45:00
Coise Vaudragon; 7,18;15,90;2020/08/25 23:00:00
Coise Vaudragon; 7,21;15,80;2020/08/25 23:15:00
Coise Vaudragon; 7,24;15,68;2020/08/25 23:30:00
Coise Vaudragon; 7,27;15,60;2020/08/25 23:45:00
Coise Vaudragon; 7,31;15,50;2020/08/26 00:00:00
Coise Vaudragon; 7,34;15,42;2020/08/26 00:15:00
Coise Vaudragon; 7,37;15,34;2020/08/26 00:30:00
Coise Vaudragon; 7,39;15,26;2020/08/26 00:45:00
Coise Vaudragon; 7,42;15,16;2020/08/26 01:00:00
Coise Vaudragon; 7,45;15,08;2020/08/26 01:15:00
Coise Vaudragon; 7,47;15,00;2020/08/26 01:30:00
Coise Vaudragon; 7,50;14,90;2020/08/26 01:45:00
Coise Vaudragon; 7,51;14,82;2020/08/26 02:00:00
Coise Vaudragon; 7,52;14,74;2020/08/26 02:15:00
Coise Vaudragon; 7,56;14,68;2020/08/26 02:30:00
Coise Vaudragon; 7,59;14,62;2020/08/26 02:45:00
Coise Vaudragon; 7,62;14,54;2020/08/26 03:00:00
Coise Vaudragon; 7,64;14,48;2020/08/26 03:15:00
Coise Vaudragon; 7,66;14,42;2020/08/26 03:30:00
Coise Vaudragon; 7,67;14,38;2020/08/26 03:45:00
Coise Vaudragon; 7,69;14,34;2020/08/26 04:00:00
Coise Vaudragon; 7,69;14,30;2020/08/26 04:15:00
Coise Vaudragon; 7,71;14,26;2020/08/26 04:30:00
Coise Vaudragon; 7,72;14,26;2020/08/26 04:45:00
Coise Vaudragon; 7,71;14,26;2020/08/26 05:00:00
Coise Vaudragon; 7,71;14,26;2020/08/26 05:15:00
Coise Vaudragon; 7,72;14,26;2020/08/26 05:30:00
Coise Vaudragon; 7,73;14,28;2020/08/26 05:45:00
Coise Vaudragon; 7,72;14,28;2020/08/26 06:00:00
Coise Vaudragon; 7,72;14,30;2020/08/26 06:15:00
Coise Vaudragon; 7,72;14,30;2020/08/26 06:30:00
Coise Vaudragon; 7,71;14,32;2020/08/26 06:45:00
Coise Vaudragon; 7,70;14,32;2020/08/26 07:00:00
Coise Vaudragon; 7,69;14,34;2020/08/26 07:15:00
Coise Vaudragon; 7,68;14,34;2020/08/26 07:30:00
Coise Vaudragon; 7,69;14,36;2020/08/26 07:45:00
Coise Vaudragon; 7,69;14,38;2020/08/26 08:00:00
Coise Vaudragon; 7,71;14,40;2020/08/26 08:15:00
Coise Vaudragon; 7,72;14,42;2020/08/26 08:30:00
Coise Vaudragon; 7,72;14,46;2020/08/26 08:45:00
Coise Vaudragon; 7,73;14,50;2020/08/26 09:00:00
Coise Vaudragon; 7,74;14,54;2020/08/26 09:15:00
Coise Vaudragon; 7,75;14,58;2020/08/26 09:30:00
Coise Vaudragon; 7,77;14,64;2020/08/26 09:45:00
Coise Vaudragon; 7,80;14,70;2020/08/26 10:00:00
Coise Vaudragon; 7,83;14,78;2020/08/26 10:15:00
Coise Vaudragon; 7,85;14,90;2020/08/26 10:30:00
Coise Vaudragon; 7,86;15,02;2020/08/26 10:45:00
Coise Vaudragon; 7,86;15,12;2020/08/26 11:00:00
Coise Vaudragon; 7,86;15,22;2020/08/26 11:15:00
Coise Vaudragon; 7,85;15,32;2020/08/26 11:30:00
Coise Vaudragon; 7,89;15,42;2020/08/26 11:45:00
Coise Vaudragon; 7,93;15,54;2020/08/26 12:00:00
